,x,y
58,1.6541353383458646,4.148296593186372
40,0.4887218045112781,3.3967935871743484
34,3.471177944862155,3.1462925851703405
102,3.659147869674185,2.2645290581162323
184,3.082706766917293,4.979959919839679
5,0.8270676691729323,1.7434869739478958
21,2.142857142857143,2.865731462925852
67,4.43609022556391,0.3907815631262525
60,1.4160401002506264,0.3507014028056112
89,0.4636591478696741,0.9118236472945892
1,3.684210526315789,0.4609218436873747
47,0.162907268170426,4.408817635270541
44,2.969924812030075,3.8076152304609217
194,2.418546365914787,1.533066132264529
126,4.573934837092732,1.7635270541082164
164,4.5363408521303255,3.3366733466933867
169,4.385964912280701,1.002004008016032
61,0.3634085213032581,1.533066132264529
195,4.047619047619048,4.779559118236473
6,2.6566416040100247,2.6052104208416837
118,1.8922305764411027,4.69939879759519
178,2.080200501253133,0.2705410821643286
25,3.1203007518796992,1.0721442885771542
75,0.137844611528822,2.625250501002004
70,1.1654135338345863,4.799599198396794
182,3.596491228070175,4.268537074148297
108,4.172932330827067,0.6212424849699398
189,1.6290726817042605,3.537074148296593
90,0.8270676691729323,2.374749498997996
125,4.8621553884711775,3.246492985971944
64,3.5213032581453634,1.7735470941883766
8,0.9774436090225564,0.220440881763527
17,2.518796992481203,3.376753507014028
110,0.2506265664160401,1.0120240480961924
69,4.360902255639098,1.5430861723446894
161,3.345864661654135,3.597194388777555
190,0.8771929824561403,0.8617234468937875
137,0.8897243107769424,3.887775551102204
24,1.2406015037593985,1.87374749498998
32,2.305764411027569,2.3046092184368736
113,4.987468671679197,0.751503006012024
132,4.448621553884712,2.444889779559118
68,0.2756892230576441,0.4909819639278557
143,1.7669172932330826,1.4829659318637274
91,4.786967418546365,0.3206412825651302
107,4.223057644110275,3.346693386773547
55,3.258145363408521,0.4208416833667334
99,0.150375939849624,4.779559118236473
185,2.4310776942355887,4.969939879759519
144,0.7268170426065163,4.589178356713426
14,2.556390977443609,1.87374749498998
9,2.581453634085213,3.8276553106212425
101,1.5914786967418546,2.7655310621242486
10,2.832080200501253,1.4629258517034067
139,1.1403508771929824,0.8717434869739479
152,3.258145363408521,4.509018036072144
59,3.721804511278195,2.865731462925852
81,3.395989974937343,0.2104208416833667
41,0.12531328320802,3.697394789579158
97,1.8421052631578947,3.3266533066132262
171,0.9147869674185464,0.3607214428857715
51,0.012531328320802,1.653306613226453
46,2.355889724310777,4.478957915831663
105,4.87468671679198,3.657314629258517
80,4.912280701754385,2.1843687374749496
