,x,y
58,1.6541353383458646,4.148296593186372
40,0.4887218045112781,3.3967935871743484
34,3.471177944862155,3.1462925851703405
102,3.659147869674185,2.2645290581162323
184,3.082706766917293,4.979959919839679
183,1.1779448621553883,3.847695390781563
166,1.8295739348370923,3.937875751503006
150,1.6541353383458646,3.657314629258517
137,0.8897243107769424,3.887775551102204
189,1.6290726817042605,3.537074148296593
116,0.6766917293233082,4.018036072144288
56,1.5288220551378444,3.306613226452906
37,0.4887218045112781,3.977955911823647
97,1.8421052631578947,3.3266533066132262
151,2.0676691729323307,3.507014028056112
11,0.012531328320802,0.2104208416833667
68,0.2756892230576441,0.4909819639278557
120,0.112781954887218,0.8316633266533066
54,0.3759398496240601,0.6012024048096192
123,0.112781954887218,1.002004008016032
168,0.5639097744360901,0.5811623246492986
23,0.7518796992481203,0.0100200400801603
142,4.223057644110275,4.929859719438878
110,0.2506265664160401,1.0120240480961924
89,0.4636591478696741,0.9118236472945892
91,4.786967418546365,0.3206412825651302
131,4.987468671679197,0.0601202404809619
113,4.987468671679197,0.751503006012024
169,4.385964912280701,1.002004008016032
86,4.185463659147869,1.032064128256513
29,4.887218045112782,0.6212424849699398
12,4.887218045112782,0.9819639278557114
16,4.461152882205513,1.372745490981964
84,4.573934837092732,0.1903807615230461
154,4.0852130325814535,1.2625250501002003
176,4.824561403508771,4.599198396793587
195,4.047619047619048,4.779559118236473
114,3.458646616541353,4.599198396793587
105,4.87468671679198,3.657314629258517
185,2.4310776942355887,4.969939879759519
98,1.6791979949874687,1.4629258517034067
83,1.4661654135338344,1.6833667334669338
186,1.5037593984962403,0.6813627254509018
60,1.4160401002506264,0.3507014028056112
174,1.6416040100250626,0.561122244488978
152,3.258145363408521,4.509018036072144
160,3.659147869674185,4.408817635270541
51,0.012531328320802,1.653306613226453
49,0.150375939849624,1.7434869739478958
61,0.3634085213032581,1.533066132264529
106,0.2756892230576441,1.122244488977956
182,3.596491228070175,4.268537074148297
25,3.1203007518796992,1.0721442885771542
157,2.0300751879699246,1.0721442885771542
104,3.395989974937343,3.987975951903808
129,3.1203007518796992,4.288577154308617
2,3.834586466165413,4.368737474949899
62,3.308270676691729,4.168336673346693
101,1.5914786967418546,2.7655310621242486
10,2.832080200501253,1.4629258517034067
22,2.907268170426065,3.9579158316633274
162,2.744360902255639,4.929859719438878
156,3.258145363408521,1.56312625250501
35,3.258145363408521,1.7635270541082164
31,2.0551378446115285,2.655310621242485
