,x,y
80,3.3208020050125318,2.635270541082164
84,1.0275689223057642,1.5430861723446894
33,1.9924812030075187,2.615230460921844
81,3.395989974937343,1.733466933867735
93,0.9147869674185464,2.655310621242485
0,2.919799498746867,0.2605210420841683
1,4.398496240601504,3.9278557114228456
2,1.6416040100250626,1.6132264529058116
3,2.794486215538847,3.877755511022044
4,3.508771929824561,0.4809619238476953
5,3.684210526315789,4.879759519038076
6,1.0526315789473684,2.354709418837676
7,4.197994987468672,4.869739478957916
8,1.6040100250626566,2.7755511022044086
9,0.2506265664160401,2.344689378757515
10,1.4285714285714284,2.7254509018036077
11,4.81203007518797,2.0841683366733466
12,2.756892230576441,2.4549098196392785
13,4.962406015037594,0.1302605210420841
14,3.245614035087719,4.37875751503006
15,2.518796992481203,4.138276553106213
16,0.2506265664160401,0.531062124248497
17,0.8145363408521302,3.887775551102204
18,2.1303258145363406,4.829659318637274
19,2.418546365914787,4.919839679358717
