,x,y
58,1.6541353383458646,4.148296593186372
40,0.4887218045112781,3.3967935871743484
34,3.471177944862155,3.1462925851703405
102,3.659147869674185,2.2645290581162323
184,3.082706766917293,4.979959919839679
0,3.609022556390977,0.0701402805611222
1,3.684210526315789,0.4609218436873747
2,3.834586466165413,4.368737474949899
3,0.112781954887218,4.008016032064128
4,1.6917293233082706,4.629258517034068
5,0.8270676691729323,1.7434869739478958
6,2.6566416040100247,2.6052104208416837
7,0.7393483709273183,3.7374749498998
8,0.9774436090225564,0.220440881763527
9,2.581453634085213,3.8276553106212425
10,2.832080200501253,1.4629258517034067
11,0.012531328320802,0.2104208416833667
12,4.887218045112782,0.9819639278557114
13,0.2882205513784461,2.665330661322645
14,2.556390977443609,1.87374749498998
15,0.3634085213032581,3.2965931863727453
16,4.461152882205513,1.372745490981964
17,2.518796992481203,3.376753507014028
18,0.7769423558897243,1.4028056112224447
19,0.12531328320802,4.288577154308617
20,4.887218045112782,1.6432865731462925
21,2.142857142857143,2.865731462925852
22,2.907268170426065,3.9579158316633274
23,0.7518796992481203,0.0100200400801603
24,1.2406015037593985,1.87374749498998
25,3.1203007518796992,1.0721442885771542
26,2.080200501253133,0.2004008016032064
27,1.3659147869674184,0.0601202404809619
28,0.9022556390977444,4.599198396793587
29,4.887218045112782,0.6212424849699398
30,2.832080200501253,2.635270541082164
31,2.0551378446115285,2.655310621242485
32,2.305764411027569,2.3046092184368736
33,0.5764411027568922,1.3827655310621243
35,3.258145363408521,1.7635270541082164
36,4.849624060150376,1.3627254509018036
37,0.4887218045112781,3.977955911823647
38,2.142857142857143,1.6232464929859718
39,3.408521303258145,2.074148296593186
41,0.12531328320802,3.697394789579158
42,3.245614035087719,3.75751503006012
43,2.468671679197995,1.4128256513026052
44,2.969924812030075,3.8076152304609217
45,3.696741854636591,1.0420841683366733
46,2.355889724310777,4.478957915831663
47,0.162907268170426,4.408817635270541
48,0.7017543859649122,2.074148296593186
49,0.150375939849624,1.7434869739478958
50,2.280701754385965,3.066132264529058
51,0.012531328320802,1.653306613226453
52,0.6140350877192982,2.354709418837676
53,3.997493734335839,3.286573146292585
54,0.3759398496240601,0.6012024048096192
55,3.258145363408521,0.4208416833667334
56,1.5288220551378444,3.306613226452906
57,4.8621553884711775,3.346693386773547
59,3.721804511278195,2.865731462925852
60,1.4160401002506264,0.3507014028056112
61,0.3634085213032581,1.533066132264529
62,3.308270676691729,4.168336673346693
