,x,y
80,3.3208020050125318,2.635270541082164
84,1.0275689223057642,1.5430861723446894
33,1.9924812030075187,2.615230460921844
81,3.395989974937343,1.733466933867735
93,0.9147869674185464,2.655310621242485
48,2.706766917293233,2.7054108216432864
82,3.1578947368421053,3.45691382765531
14,3.245614035087719,4.37875751503006
83,1.6040100250626566,2.1042084168336674
11,4.81203007518797,2.0841683366733466
24,3.609022556390977,2.935871743486974
13,4.962406015037594,0.1302605210420841
61,3.182957393483709,1.9138276553106213
86,3.571428571428571,2.1042084168336674
55,2.794486215538847,1.6432865731462925
22,1.4035087719298245,2.0841683366733466
63,0.3132832080200501,3.8276553106212425
17,0.8145363408521302,3.887775551102204
3,2.794486215538847,3.877755511022044
35,3.145363408521303,2.434869739478958
97,3.809523809523809,1.8637274549098195
79,3.471177944862155,2.8256513026052104
18,2.1303258145363406,4.829659318637274
25,1.2781954887218046,4.859719438877756
73,2.756892230576441,3.3667334669338675
