,x,y
58,1.6541353383458646,4.148296593186372
40,0.4887218045112781,3.3967935871743484
34,3.471177944862155,3.1462925851703405
102,3.659147869674185,2.2645290581162323
184,3.082706766917293,4.979959919839679
183,1.1779448621553883,3.847695390781563
45,3.696741854636591,1.0420841683366733
78,1.8796992481203008,4.188376753507014
176,4.824561403508771,4.599198396793587
76,3.571428571428571,1.8336673346693384
142,4.223057644110275,4.929859719438878
185,2.4310776942355887,4.969939879759519
4,1.6917293233082706,4.629258517034068
192,3.458646616541353,3.627254509018036
161,3.345864661654135,3.597194388777555
71,4.147869674185463,2.595190380761523
159,3.884711779448621,2.064128256513026
104,3.395989974937343,3.987975951903808
177,4.486215538847118,2.2645290581162323
94,4.837092731829574,3.11623246492986
135,4.987468671679197,3.0861723446893787
199,3.684210526315789,1.583166332665331
105,4.87468671679198,3.657314629258517
195,4.047619047619048,4.779559118236473
114,3.458646616541353,4.599198396793587
160,3.659147869674185,4.408817635270541
152,3.258145363408521,4.509018036072144
129,3.1203007518796992,4.288577154308617
2,3.834586466165413,4.368737474949899
182,3.596491228070175,4.268537074148297
62,3.308270676691729,4.168336673346693
162,2.744360902255639,4.929859719438878
170,4.761904761904762,3.096192384769539
125,4.8621553884711775,3.246492985971944
57,4.8621553884711775,3.346693386773547
164,4.5363408521303255,3.3366733466933867
93,1.4160401002506264,4.869739478957916
196,4.7368421052631575,1.7034068136272544
36,4.849624060150376,1.3627254509018036
143,1.7669172932330826,1.4829659318637274
70,1.1654135338345863,4.799599198396794
107,4.223057644110275,3.346693386773547
173,3.897243107769423,0.5711422845691383
100,3.9724310776942353,0.0100200400801603
91,4.786967418546365,0.3206412825651302
131,4.987468671679197,0.0601202404809619
80,4.912280701754385,2.1843687374749496
103,4.235588972431078,3.3967935871743484
72,4.323308270676692,3.4268537074148293
85,4.298245614035087,0.5410821643286573
128,4.68671679197995,0.7715430861723447
189,1.6290726817042605,3.537074148296593
150,1.6541353383458646,3.657314629258517
56,1.5288220551378444,3.306613226452906
101,1.5914786967418546,2.7655310621242486
97,1.8421052631578947,3.3266533066132262
